month_of_service,daytype,daycount,route_or_line,ridership_total,ridership_average,ObjectId
2022/04/01 04:00:00+00,Weekday,21,The RIDE,69279,3299,2697
2022/04/01 04:00:00+00,Saturday,5,Blue Line,145814,29163,2698
2022/04/01 04:00:00+00,Saturday,5,Orange Line,358568,71714,2699
2022/04/01 04:00:00+00,Saturday,5,Red Line,380077,76015,2700
2022/04/01 04:00:00+00,Saturday,5,Heavy Rail,884459,176892,2701
2022/04/01 04:00:00+00,Saturday,5,Green Line,434518,86904,2702
2022/04/01 04:00:00+00,Saturday,5,Light Rail,434518,86904,2703
2022/04/01 04:00:00+00,Saturday,5,Silver Line,87209,17442,2704
2022/01/01 05:00:00+00,Total,31,Orange Line,1986122,64068,2705
2022/02/01 05:00:00+00,Total,28,Heavy Rail,5784649,206595,2706
2022/01/01 05:00:00+00,Total,31,Red Line,2148255,69299,2707
2022/07/01 04:00:00+00,Total,31,All Bus,6699189,216103,2708
2021/12/01 05:00:00+00,Total,31,Heavy Rail,6109652,197086,2709
2022/02/01 05:00:00+00,Total,28,Green Line,2394233,85508,2710
2022/01/01 05:00:00+00,Total,31,Heavy Rail,4931744,159089,2711
2022/07/01 04:00:00+00,Total,31,Commuter Rail,1554254,50137,2712
2021/12/01 05:00:00+00,Total,31,Green Line,2388560,77050,2713
2022/02/01 05:00:00+00,Total,28,Light Rail,2394233,85508,2714
2022/01/01 05:00:00+00,Total,31,Green Line,1955158,63070,2715
2022/07/01 04:00:00+00,Total,31,Ferry,109055,3518,2716
2021/12/01 05:00:00+00,Total,31,Light Rail,2388560,77050,2717
2022/02/01 05:00:00+00,Total,28,Silver Line,512852,18316,2718
2022/01/01 05:00:00+00,Total,31,Light Rail,1955158,63070,2719
2022/07/01 04:00:00+00,Total,31,The RIDE,82467,2660,2720
2021/12/01 05:00:00+00,Total,31,Silver Line,589137,19004,2721
2022/02/01 05:00:00+00,Total,28,Bus,4944082,176574,2722
2022/01/01 05:00:00+00,Total,31,Silver Line,483199,15587,2723
2022/06/01 04:00:00+00,Weekday,22,Blue Line,919814,41810,2724
2021/12/01 05:00:00+00,Total,31,Bus,5324954,171773,2725
2022/02/01 05:00:00+00,Total,28,Trackless Trolley,101620,3629,2726
2022/01/01 05:00:00+00,Total,31,Bus,4569841,147414,2727
2022/06/01 04:00:00+00,Weekday,22,Orange Line,2389392,108609,2728
2021/12/01 05:00:00+00,Total,31,Trackless Trolley,113877,3673,2729
2022/02/01 05:00:00+00,Total,28,Private Bus,38358,1370,2730
2022/01/01 05:00:00+00,Total,31,Trackless Trolley,89652,2892,2731
2022/06/01 04:00:00+00,Weekday,22,Red Line,2856478,129840,2732
2021/12/01 05:00:00+00,Total,31,Private Bus,45238,1459,2733
2022/02/01 05:00:00+00,Total,28,All Bus,5596912,199890,2734
2022/01/01 05:00:00+00,Total,31,Private Bus,37642,1214,2735
2022/06/01 04:00:00+00,Weekday,22,Heavy Rail,6165684,280258,2736
2021/12/01 05:00:00+00,Total,31,All Bus,6073207,195910,2737
2022/02/01 05:00:00+00,Total,28,Commuter Rail,970097,34646,2738
2022/01/01 05:00:00+00,Total,31,All Bus,5180334,167108,2739
2022/06/01 04:00:00+00,Weekday,22,Green Line,2176675,98940,2740
2021/12/01 05:00:00+00,Total,31,Commuter Rail,1141384,36819,2741
2022/02/01 05:00:00+00,Total,28,Ferry,25274,903,2742
2022/01/01 05:00:00+00,Total,31,Commuter Rail,848770,27380,2743
2022/06/01 04:00:00+00,Weekday,22,Light Rail,2176675,98940,2744
2021/12/01 05:00:00+00,Total,31,Ferry,32649,1053,2745
2022/02/01 05:00:00+00,Total,28,The RIDE,67034,2394,2746
2022/01/01 05:00:00+00,Total,31,Ferry,17247,556,2747
2022/06/01 04:00:00+00,Weekday,22,Silver Line,573015,26046,2748
2021/12/01 05:00:00+00,Total,31,The RIDE,75386,2432,2749
2022/01/01 05:00:00+00,Weekday,20,Blue Line,617268,30863,2750
2022/01/01 05:00:00+00,Total,31,The RIDE,62548,2018,2751
2022/06/01 04:00:00+00,Weekday,22,Bus,5276170,239826,2752
2021/11/01 04:00:00+00,Weekday,21,Blue Line,806916,38425,2753
2022/01/01 05:00:00+00,Weekday,20,Orange Line,1573912,78696,2754
2021/12/01 05:00:00+00,Weekday,23,Blue Line,786707,34205,2755
2022/06/01 04:00:00+00,Weekday,22,Private Bus,45581,2072,2756
2021/11/01 04:00:00+00,Weekday,21,Orange Line,2180304,103824,2757
2022/01/01 05:00:00+00,Weekday,20,Red Line,1709921,85496,2758
2021/12/01 05:00:00+00,Weekday,23,Orange Line,2023699,87987,2759
2022/06/01 04:00:00+00,Weekday,22,All Bus,5894766,267944,2760
2021/11/01 04:00:00+00,Weekday,21,Red Line,2517633,119887,2761
2022/01/01 05:00:00+00,Weekday,20,Heavy Rail,3901102,195055,2762
2021/12/01 05:00:00+00,Weekday,23,Red Line,2231045,97002,2763
2022/06/01 04:00:00+00,Weekday,22,Commuter Rail,1456140,66188,2764
2021/11/01 04:00:00+00,Weekday,21,Heavy Rail,5504853,262136,2765
2022/01/01 05:00:00+00,Weekday,20,Green Line,1486916,74346,2766
2021/12/01 05:00:00+00,Weekday,23,Heavy Rail,5041450,219193,2767
2022/06/01 04:00:00+00,Weekday,22,Ferry,73004,3318,2768
2021/11/01 04:00:00+00,Weekday,21,Green Line,2142171,102008,2769
2022/01/01 05:00:00+00,Weekday,20,Light Rail,1486916,74346,2770
2021/12/01 05:00:00+00,Weekday,23,Green Line,1916108,83309,2771
2022/06/01 04:00:00+00,Weekday,22,The RIDE,73854,3357,2772
2021/11/01 04:00:00+00,Weekday,21,Light Rail,2142171,102008,2773
2022/01/01 05:00:00+00,Weekday,20,Silver Line,369583,18479,2774
2022/01/01 05:00:00+00,Weekday,20,Bus,3755424,187771,2775
2022/01/01 05:00:00+00,Weekday,20,Trackless Trolley,80318,4016,2776
2022/01/01 05:00:00+00,Weekday,20,Private Bus,31601,1580,2777
2022/01/01 05:00:00+00,Weekday,20,All Bus,4193075,209654,2778
2022/01/01 05:00:00+00,Weekday,20,Commuter Rail,729933,36497,2779
2022/01/01 05:00:00+00,Weekday,20,Ferry,16591,830,2780
2022/01/01 05:00:00+00,Weekday,20,The RIDE,53865,2693,2781
2021/11/01 04:00:00+00,Weekday,21,Silver Line,489273,23299,2782
2021/11/01 04:00:00+00,Weekday,21,Bus,4841965,230570,2783
2021/11/01 04:00:00+00,Weekday,21,Trackless Trolley,105075,5004,2784
2022/06/01 04:00:00+00,Saturday,4,Blue Line,131969,32992,2785
2021/11/01 04:00:00+00,Weekday,21,Private Bus,36314,1729,2786
2021/12/01 05:00:00+00,Weekday,23,Light Rail,1916108,83309,2787
2022/06/01 04:00:00+00,Saturday,4,Orange Line,277974,69494,2788
2021/12/01 05:00:00+00,Weekday,23,Silver Line,456036,19828,2789
2022/06/01 04:00:00+00,Saturday,4,Red Line,326612,81653,2790
2021/12/01 05:00:00+00,Weekday,23,Bus,4395765,191120,2791
2022/06/01 04:00:00+00,Saturday,4,Heavy Rail,736555,184139,2792
2021/12/01 05:00:00+00,Weekday,23,Trackless Trolley,102095,4439,2793
2022/06/01 04:00:00+00,Saturday,4,Green Line,303276,75819,2794
2021/12/01 05:00:00+00,Weekday,23,Private Bus,39250,1707,2795
2022/06/01 04:00:00+00,Saturday,4,Light Rail,303276,75819,2796
2021/12/01 05:00:00+00,Weekday,23,All Bus,4993146,217093,2797
2022/06/01 04:00:00+00,Saturday,4,Silver Line,74126,18532,2798
2021/12/01 05:00:00+00,Weekday,23,Commuter Rail,1024813,44557,2799
2021/12/01 05:00:00+00,Weekday,23,Ferry,31507,1370,2800
2021/08/01 04:00:00+00,Weekday,22,Light Rail,1812627,82392,2801
2021/08/01 04:00:00+00,Weekday,22,Silver Line,468132,21279,2802
2021/08/01 04:00:00+00,Weekday,22,Bus,4239478,192704,2803
2021/08/01 04:00:00+00,Weekday,22,Trackless Trolley,89027,4047,2804
2021/08/01 04:00:00+00,Weekday,22,Private Bus,34530,1570,2805
2021/08/01 04:00:00+00,Weekday,22,All Bus,4831167,219598,2806
2021/08/01 04:00:00+00,Weekday,22,Commuter Rail,736562,33480,2807
2021/04/01 04:00:00+00,Weekday,22,Orange Line,1251310,56878,2808
2021/08/01 04:00:00+00,Weekday,22,Ferry,50021,2274,2809
2021/08/01 04:00:00+00,Weekday,22,The RIDE,56713,2578,2810
2021/08/01 04:00:00+00,Saturday,4,Blue Line,125821,31455,2811
2021/08/01 04:00:00+00,Saturday,4,Orange Line,260290,65072,2812
2021/08/01 04:00:00+00,Saturday,4,Red Line,307025,76756,2813
2021/08/01 04:00:00+00,Saturday,4,Heavy Rail,693137,173284,2814
2021/04/01 04:00:00+00,Weekday,22,Red Line,1482972,67408,2815
2021/05/01 04:00:00+00,Weekday,20,Red Line,1558519,77926,2816
2021/08/01 04:00:00+00,Saturday,4,Green Line,267202,66800,2817
2021/04/01 04:00:00+00,Weekday,22,Heavy Rail,3318458,150839,2818
2021/06/01 04:00:00+00,Weekday,22,Heavy Rail,4281229,194601,2819
2021/05/01 04:00:00+00,Weekday,20,Heavy Rail,3467259,173363,2820
2021/08/01 04:00:00+00,Saturday,4,Light Rail,267202,66800,2821
2021/09/01 04:00:00+00,Weekday,21,Silver Line,487975,23237,2822
2021/04/01 04:00:00+00,Weekday,22,Green Line,1118899,50859,2823
2021/05/01 04:00:00+00,Weekday,20,Green Line,1084391,54220,2824
2021/06/01 04:00:00+00,Weekday,22,Green Line,1352831,61492,2825
2021/11/01 04:00:00+00,Weekday,21,All Bus,5472627,260601,2826
2021/08/01 04:00:00+00,Saturday,4,Silver Line,62860,15715,2827
2021/07/01 04:00:00+00,Weekday,22,Green Line,1677128,76233,2828
2021/09/01 04:00:00+00,Weekday,21,Bus,4906341,233635,2829
2021/04/01 04:00:00+00,Weekday,22,Light Rail,1118899,50859,2830
2021/10/01 04:00:00+00,Weekday,21,Bus,4976726,236987,2831
2021/05/01 04:00:00+00,Weekday,20,Light Rail,1084391,54220,2832
2021/06/01 04:00:00+00,Weekday,22,Light Rail,1352831,61492,2833
2021/11/01 04:00:00+00,Weekday,21,Commuter Rail,1122143,53435,2834
2021/08/01 04:00:00+00,Saturday,4,Bus,515243,128811,2835
2021/07/01 04:00:00+00,Weekday,22,Light Rail,1677128,76233,2836
2021/09/01 04:00:00+00,Weekday,21,Trackless Trolley,107969,5141,2837
2021/04/01 04:00:00+00,Weekday,22,Silver Line,324681,14758,2838
2021/10/01 04:00:00+00,Weekday,21,Trackless Trolley,104872,4994,2839
2021/05/01 04:00:00+00,Weekday,20,Silver Line,348164,17408,2840
2021/06/01 04:00:00+00,Weekday,22,Silver Line,418916,19042,2841
2021/11/01 04:00:00+00,Weekday,21,Ferry,37799,1800,2842
2021/08/01 04:00:00+00,Saturday,4,Trackless Trolley,11146,2786,2843
2021/07/01 04:00:00+00,Weekday,22,Silver Line,437004,19864,2844
2021/09/01 04:00:00+00,Weekday,21,Private Bus,36125,1720,2845
2021/04/01 04:00:00+00,Weekday,22,Bus,3393364,154244,2846
2021/10/01 04:00:00+00,Weekday,21,Private Bus,36319,1729,2847
2021/05/01 04:00:00+00,Weekday,20,Bus,3555724,177786,2848
2021/06/01 04:00:00+00,Weekday,22,Bus,4039965,183635,2849
2021/11/01 04:00:00+00,Weekday,21,The RIDE,59934,2854,2850
2021/08/01 04:00:00+00,Saturday,4,Private Bus,3907,977,2851
2021/07/01 04:00:00+00,Weekday,22,Bus,3926407,178473,2852
2021/09/01 04:00:00+00,Weekday,21,All Bus,5538410,263734,2853
2021/04/01 04:00:00+00,Weekday,22,Trackless Trolley,75312,3423,2854
2021/10/01 04:00:00+00,Weekday,21,All Bus,5623410,267781,2855
2021/05/01 04:00:00+00,Weekday,20,Trackless Trolley,79439,3972,2856
2021/06/01 04:00:00+00,Weekday,22,Trackless Trolley,89179,4054,2857
2021/11/01 04:00:00+00,Saturday,4,Blue Line,117236,29309,2858
2021/08/01 04:00:00+00,Saturday,4,All Bus,593157,148289,2859
2021/07/01 04:00:00+00,Weekday,22,Trackless Trolley,88261,4012,2860
2021/09/01 04:00:00+00,Weekday,21,Commuter Rail,978777,46608,2861
2021/04/01 04:00:00+00,Weekday,22,Private Bus,27908,1269,2862
2021/10/01 04:00:00+00,Weekday,21,Commuter Rail,1086358,51731,2863
2021/05/01 04:00:00+00,Weekday,20,Private Bus,28705,1435,2864
2021/06/01 04:00:00+00,Weekday,22,Private Bus,32503,1477,2865
2021/11/01 04:00:00+00,Saturday,4,Orange Line,284461,71115,2866
2021/08/01 04:00:00+00,Saturday,4,Commuter Rail,63511,15878,2867
2021/07/01 04:00:00+00,Weekday,22,Private Bus,32201,1464,2868
2021/09/01 04:00:00+00,Weekday,21,Ferry,41106,1957,2869
2021/04/01 04:00:00+00,Weekday,22,All Bus,3821265,173694,2870
2021/10/01 04:00:00+00,Weekday,21,Ferry,36871,1756,2871
2021/10/01 04:00:00+00,Weekday,21,The RIDE,64281,3061,2872
2021/10/01 04:00:00+00,Saturday,5,Blue Line,162825,32565,2873
2021/10/01 04:00:00+00,Saturday,5,Orange Line,391042,78208,2874
2021/10/01 04:00:00+00,Saturday,5,Red Line,431746,86349,2875
2021/10/01 04:00:00+00,Saturday,5,Heavy Rail,985613,197123,2876
2021/10/01 04:00:00+00,Saturday,5,Green Line,439490,87898,2877
2021/10/01 04:00:00+00,Saturday,5,Light Rail,439490,87898,2878
2021/10/01 04:00:00+00,Saturday,5,Silver Line,80294,16059,2879
2021/10/01 04:00:00+00,Saturday,5,Bus,674849,134970,2880
2021/10/01 04:00:00+00,Saturday,5,Trackless Trolley,15742,3148,2881
2021/10/01 04:00:00+00,Saturday,5,Private Bus,5151,1030,2882
2021/10/01 04:00:00+00,Saturday,5,All Bus,776036,155207,2883
2021/10/01 04:00:00+00,Saturday,5,Commuter Rail,149237,29847,2884
2021/10/01 04:00:00+00,Sunday,5,Blue Line,124325,24865,2885
2021/10/01 04:00:00+00,Sunday,5,Orange Line,281972,56394,2886
2021/10/01 04:00:00+00,Sunday,5,Red Line,320135,64027,2887
2021/10/01 04:00:00+00,Sunday,5,Heavy Rail,726432,145286,2888
2021/10/01 04:00:00+00,Sunday,5,Green Line,323740,64748,2889
2021/10/01 04:00:00+00,Sunday,5,Light Rail,323740,64748,2890
2021/10/01 04:00:00+00,Sunday,5,Silver Line,70682,14136,2891
2021/10/01 04:00:00+00,Sunday,5,Bus,441251,88250,2892
2021/10/01 04:00:00+00,Sunday,5,Private Bus,3005,601,2893
2021/10/01 04:00:00+00,Sunday,5,All Bus,514938,102988,2894
2021/10/01 04:00:00+00,Sunday,5,Commuter Rail,126000,25200,2895
2021/10/01 04:00:00+00,Total,31,Blue Line,1163572,37535,2896
2021/10/01 04:00:00+00,Total,31,Orange Line,2919098,94164,2897
2021/10/01 04:00:00+00,Total,31,Red Line,3428527,110598,2898
2021/10/01 04:00:00+00,Total,31,Heavy Rail,7511197,242297,2899
2021/10/01 04:00:00+00,Total,31,Green Line,3047920,98320,2900
2021/10/01 04:00:00+00,Total,31,Light Rail,3047920,98320,2901
2021/10/01 04:00:00+00,Total,31,Silver Line,656469,21176,2902
2021/10/01 04:00:00+00,Total,31,Bus,6092826,196543,2903
2021/10/01 04:00:00+00,Total,31,Trackless Trolley,120614,3891,2904
2021/10/01 04:00:00+00,Total,31,Private Bus,44476,1435,2905
2021/10/01 04:00:00+00,Total,31,All Bus,6914385,223045,2906
2021/10/01 04:00:00+00,Total,31,Commuter Rail,1361595,43922,2907
2021/10/01 04:00:00+00,Total,31,Ferry,43954,1418,2908
2021/10/01 04:00:00+00,Total,31,The RIDE,78976,2548,2909
2021/09/01 04:00:00+00,Weekday,21,Blue Line,858551,40883,2910
2021/09/01 04:00:00+00,Weekday,21,Orange Line,2160932,102902,2911
2021/09/01 04:00:00+00,Weekday,21,Red Line,2718541,129454,2912
2021/09/01 04:00:00+00,Weekday,21,Heavy Rail,5738024,273239,2913
2021/09/01 04:00:00+00,Weekday,21,Green Line,2283557,108741,2914
2021/09/01 04:00:00+00,Weekday,21,Light Rail,2283557,108741,2915
2021/05/01 04:00:00+00,Weekday,20,All Bus,4012032,200602,2916
2021/06/01 04:00:00+00,Weekday,22,All Bus,4580563,208207,2917
2021/11/01 04:00:00+00,Saturday,4,Red Line,297735,74434,2918
2021/04/01 04:00:00+00,Weekday,22,Commuter Rail,368443,16747,2919
2021/05/01 04:00:00+00,Weekday,20,Commuter Rail,475908,23795,2920
2021/07/01 04:00:00+00,Weekday,22,All Bus,4483873,203812,2921
2021/08/01 04:00:00+00,Sunday,5,Blue Line,109827,21965,2922
2021/06/01 04:00:00+00,Weekday,22,Commuter Rail,615247,27966,2923
2021/11/01 04:00:00+00,Saturday,4,Heavy Rail,699431,174858,2924
2021/04/01 04:00:00+00,Weekday,22,Ferry,8679,394,2925
2021/09/01 04:00:00+00,Weekday,21,The RIDE,61257,2917,2926
2021/05/01 04:00:00+00,Weekday,20,Ferry,13076,654,2927
2021/07/01 04:00:00+00,Weekday,22,Commuter Rail,649985,29545,2928
2021/08/01 04:00:00+00,Sunday,5,Orange Line,218937,43787,2929
2021/06/01 04:00:00+00,Weekday,22,Ferry,39089,1777,2930
2021/11/01 04:00:00+00,Saturday,4,Green Line,309569,77392,2931
2021/04/01 04:00:00+00,Weekday,22,The RIDE,53632,2438,2932
2021/09/01 04:00:00+00,Saturday,4,Blue Line,134292,33573,2933
2021/05/01 04:00:00+00,Weekday,20,The RIDE,52431,2622,2934
2021/07/01 04:00:00+00,Weekday,22,Ferry,53003,2409,2935
2021/08/01 04:00:00+00,Sunday,5,Red Line,265071,53014,2936
2021/06/01 04:00:00+00,Weekday,22,The RIDE,58594,2663,2937
2021/11/01 04:00:00+00,Saturday,4,Light Rail,309569,77392,2938
2021/04/01 04:00:00+00,Saturday,4,Blue Line,88248,22062,2939
2021/09/01 04:00:00+00,Saturday,4,Orange Line,301183,75296,2940
2021/05/01 04:00:00+00,Saturday,5,Blue Line,117620,23524,2941
2021/07/01 04:00:00+00,Weekday,22,The RIDE,56089,2550,2942
2021/08/01 04:00:00+00,Sunday,5,Heavy Rail,593835,118767,2943
2021/06/01 04:00:00+00,Saturday,4,Blue Line,109860,27465,2944
2021/11/01 04:00:00+00,Saturday,4,Silver Line,59729,14932,2945
2021/04/01 04:00:00+00,Saturday,4,Orange Line,168109,42027,2946
2021/09/01 04:00:00+00,Saturday,4,Red Line,354442,88610,2947
2021/05/01 04:00:00+00,Saturday,5,Orange Line,241891,48378,2948
2021/07/01 04:00:00+00,Saturday,5,Blue Line,142504,28501,2949
2021/08/01 04:00:00+00,Sunday,5,Green Line,229079,45816,2950
2021/06/01 04:00:00+00,Saturday,4,Orange Line,222160,55540,2951
2021/11/01 04:00:00+00,Saturday,4,Bus,529356,132339,2952
2021/04/01 04:00:00+00,Saturday,4,Red Line,209724,52431,2953
2021/09/01 04:00:00+00,Saturday,4,Heavy Rail,789917,197479,2954
2021/05/01 04:00:00+00,Saturday,5,Red Line,279367,55873,2955
2021/07/01 04:00:00+00,Saturday,5,Orange Line,302948,60590,2956
2021/08/01 04:00:00+00,Sunday,5,Light Rail,229079,45816,2957
2021/06/01 04:00:00+00,Saturday,4,Red Line,273570,68392,2958
2021/11/01 04:00:00+00,Saturday,4,Trackless Trolley,11174,2794,2959
2021/04/01 04:00:00+00,Saturday,4,Heavy Rail,466081,116520,2960
2021/09/01 04:00:00+00,Saturday,4,Green Line,365239,91310,2961
2021/05/01 04:00:00+00,Saturday,5,Heavy Rail,638878,127776,2962
2021/07/01 04:00:00+00,Saturday,5,Red Line,359713,71943,2963
2021/08/01 04:00:00+00,Sunday,5,Silver Line,62850,12570,2964
2021/08/01 04:00:00+00,Sunday,5,Bus,388904,77781,2965
2021/08/01 04:00:00+00,Sunday,5,Private Bus,2688,538,2966
2021/08/01 04:00:00+00,Sunday,5,All Bus,454441,90888,2967
2021/08/01 04:00:00+00,Sunday,5,Commuter Rail,60391,12078,2968
2021/08/01 04:00:00+00,Total,31,Blue Line,1026682,33119,2969
2021/08/01 04:00:00+00,Total,31,Orange Line,2351879,75867,2970
2021/08/01 04:00:00+00,Total,31,Red Line,2825162,91134,2971
2021/08/01 04:00:00+00,Total,31,Heavy Rail,6203723,200120,2972
2021/08/01 04:00:00+00,Total,31,Green Line,2308907,74481,2973
2021/08/01 04:00:00+00,Total,31,Light Rail,2308907,74481,2974
2021/08/01 04:00:00+00,Total,31,Silver Line,593842,19156,2975
2021/08/01 04:00:00+00,Total,31,Bus,5143625,165923,2976
2021/08/01 04:00:00+00,Total,31,Trackless Trolley,100172,3231,2977
2021/08/01 04:00:00+00,Total,31,Private Bus,41125,1327,2978
2021/08/01 04:00:00+00,Total,31,All Bus,5878764,189638,2979
2021/08/01 04:00:00+00,Total,31,Commuter Rail,860464,27757,2980
2021/08/01 04:00:00+00,Total,31,Ferry,63607,2052,2981
2021/08/01 04:00:00+00,Total,31,The RIDE,67155,2166,2982
2021/07/01 04:00:00+00,Weekday,22,Blue Line,738205,33555,2983
2021/07/01 04:00:00+00,Weekday,22,Orange Line,1714910,77950,2984
2021/07/01 04:00:00+00,Weekday,22,Red Line,2073657,94257,2985
2021/07/01 04:00:00+00,Weekday,22,Heavy Rail,4526772,205762,2986
2021/11/01 04:00:00+00,Saturday,4,Private Bus,3718,930,2987
2021/04/01 04:00:00+00,Saturday,4,Green Line,175019,43755,2988
2021/06/01 04:00:00+00,Saturday,4,Heavy Rail,605591,151398,2989
2021/05/01 04:00:00+00,Saturday,5,Green Line,229817,45963,2990
2021/11/01 04:00:00+00,Saturday,4,All Bus,603977,150994,2991
2021/04/01 04:00:00+00,Saturday,4,Light Rail,175019,43755,2992
2021/09/01 04:00:00+00,Saturday,4,Light Rail,365239,91310,2993
2021/06/01 04:00:00+00,Saturday,4,Green Line,214832,53708,2994
2021/07/01 04:00:00+00,Saturday,5,Heavy Rail,805165,161033,2995
2021/05/01 04:00:00+00,Saturday,5,Light Rail,229817,45963,2996
2021/11/01 04:00:00+00,Saturday,4,Commuter Rail,92321,23080,2997
2021/04/01 04:00:00+00,Saturday,4,Silver Line,48486,12122,2998
2021/09/01 04:00:00+00,Saturday,4,Silver Line,66938,16734,2999
2021/06/01 04:00:00+00,Saturday,4,Light Rail,214832,53708,3000
2021/07/01 04:00:00+00,Saturday,5,Green Line,321872,64374,3001
2021/05/01 04:00:00+00,Saturday,5,Silver Line,62864,12573,3002
2021/04/01 04:00:00+00,Saturday,4,Bus,444130,111032,3003
2021/09/01 04:00:00+00,Saturday,4,Bus,549174,137294,3004
2021/11/01 04:00:00+00,Saturday,4,The RIDE,6460,1615,3005
2021/06/01 04:00:00+00,Saturday,4,Silver Line,58376,14594,3006
2021/07/01 04:00:00+00,Saturday,5,Light Rail,321872,64374,3007
2021/04/01 04:00:00+00,Saturday,4,Trackless Trolley,8523,2131,3008
2021/05/01 04:00:00+00,Saturday,5,Bus,545009,109002,3009
2021/09/01 04:00:00+00,Saturday,4,Trackless Trolley,11494,2874,3010
2021/11/01 04:00:00+00,Sunday,4,Blue Line,88601,22150,3011
2021/06/01 04:00:00+00,Saturday,4,Bus,489040,122260,3012
2021/07/01 04:00:00+00,Saturday,5,Silver Line,74876,14975,3013
2021/04/01 04:00:00+00,Saturday,4,Private Bus,4418,1104,3014
2021/05/01 04:00:00+00,Saturday,5,Trackless Trolley,10883,2177,3015
2021/09/01 04:00:00+00,Saturday,4,Private Bus,4074,1018,3016
2021/11/01 04:00:00+00,Sunday,4,Orange Line,205405,51351,3017
2021/06/01 04:00:00+00,Saturday,4,Trackless Trolley,9189,2297,3018
2021/07/01 04:00:00+00,Saturday,5,Bus,589277,117855,3019
2021/04/01 04:00:00+00,Saturday,4,All Bus,505557,126389,3020
2021/05/01 04:00:00+00,Saturday,5,Private Bus,4316,863,3021
2021/09/01 04:00:00+00,Saturday,4,All Bus,631680,157920,3022
2021/11/01 04:00:00+00,Sunday,4,Red Line,218845,54711,3023
2021/06/01 04:00:00+00,Saturday,4,Private Bus,3799,950,3024
2021/07/01 04:00:00+00,Saturday,5,Trackless Trolley,11540,2308,3025
2021/04/01 04:00:00+00,Saturday,4,Commuter Rail,23530,5882,3026
2021/05/01 04:00:00+00,Saturday,5,All Bus,623073,124615,3027
2021/09/01 04:00:00+00,Saturday,4,Commuter Rail,86120,21530,3028
2021/11/01 04:00:00+00,Sunday,4,Heavy Rail,512851,128213,3029
2021/06/01 04:00:00+00,Saturday,4,All Bus,560405,140101,3030
2021/07/01 04:00:00+00,Saturday,5,Private Bus,4541,908,3031
2021/04/01 04:00:00+00,Sunday,4,Blue Line,60122,15030,3032
2021/05/01 04:00:00+00,Saturday,5,Commuter Rail,37154,7431,3033
2021/09/01 04:00:00+00,Sunday,4,Blue Line,101652,25413,3034
2021/11/01 04:00:00+00,Sunday,4,Green Line,221044,55261,3035
2021/06/01 04:00:00+00,Saturday,4,Commuter Rail,35777,8944,3036
2021/07/01 04:00:00+00,Saturday,5,All Bus,680234,136047,3037
2021/04/01 04:00:00+00,Sunday,4,Orange Line,108413,27103,3038
2021/05/01 04:00:00+00,Sunday,5,Blue Line,89794,17959,3039
2021/09/01 04:00:00+00,Sunday,4,Orange Line,217487,54372,3040
2021/11/01 04:00:00+00,Sunday,4,Light Rail,221044,55261,3041
2021/06/01 04:00:00+00,Sunday,4,Blue Line,87346,21836,3042
2021/07/01 04:00:00+00,Saturday,5,Commuter Rail,71084,14217,3043
2021/04/01 04:00:00+00,Sunday,4,Red Line,136441,34110,3044
2021/05/01 04:00:00+00,Sunday,5,Orange Line,174624,34925,3045
2021/09/01 04:00:00+00,Sunday,4,Red Line,260502,65126,3046
2021/11/01 04:00:00+00,Sunday,4,Silver Line,62694,15674,3047
2021/06/01 04:00:00+00,Sunday,4,Orange Line,160620,40155,3048
2021/07/01 04:00:00+00,Sunday,4,Blue Line,82791,20698,3049
2021/04/01 04:00:00+00,Sunday,4,Heavy Rail,304976,76244,3050
2021/05/01 04:00:00+00,Sunday,5,Red Line,204867,40973,3051
2021/09/01 04:00:00+00,Sunday,4,Heavy Rail,579641,144910,3052
2021/11/01 04:00:00+00,Sunday,4,Bus,390119,97530,3053
2021/06/01 04:00:00+00,Sunday,4,Red Line,200988,50247,3054
2021/07/01 04:00:00+00,Sunday,4,Orange Line,167575,41894,3055
2021/04/01 04:00:00+00,Sunday,4,Green Line,112086,28022,3056
2021/04/01 04:00:00+00,Sunday,4,Light Rail,112086,28022,3057
2021/04/01 04:00:00+00,Sunday,4,Silver Line,37141,9285,3058
2021/04/01 04:00:00+00,Sunday,4,Bus,266114,66528,3059
2021/04/01 04:00:00+00,Sunday,4,Private Bus,1877,469,3060
2021/04/01 04:00:00+00,Sunday,4,All Bus,305132,76283,3061
2021/04/01 04:00:00+00,Sunday,4,Commuter Rail,14395,3599,3062
2021/04/01 04:00:00+00,Total,30,Blue Line,732545,24418,3063
2021/04/01 04:00:00+00,Total,30,Orange Line,1527832,50928,3064
2021/04/01 04:00:00+00,Total,30,Red Line,1829137,60971,3065
2021/04/01 04:00:00+00,Total,30,Heavy Rail,4089515,136317,3066
2021/04/01 04:00:00+00,Total,30,Green Line,1406004,46867,3067
2021/04/01 04:00:00+00,Total,30,Light Rail,1406004,46867,3068
2021/04/01 04:00:00+00,Total,30,Silver Line,423432,14114,3069
2021/04/01 04:00:00+00,Total,30,Bus,4229354,140978,3070
2021/04/01 04:00:00+00,Total,30,Trackless Trolley,86097,2870,3071
2021/04/01 04:00:00+00,Total,30,Private Bus,34203,1140,3072
2021/04/01 04:00:00+00,Total,30,All Bus,4773086,159103,3073
2021/04/01 04:00:00+00,Total,30,Commuter Rail,406368,13546,3074
