month_of_service,daytype,daycount,route_or_line,ridership_total,ridership_average,ObjectId
2019/07/01 04:00:00+00,Saturday,4,Silver Line,87124,21781,4261
2019/06/01 04:00:00+00,Saturday,5,Light Rail,565978,113196,4262
2019/11/01 04:00:00+00,Saturday,5,The RIDE,14615,2923,4263
2019/04/01 04:00:00+00,Saturday,4,Green Line,507429,126857,4264
2019/05/01 04:00:00+00,Saturday,4,Bus,721154,180288,4265
2019/07/01 04:00:00+00,Saturday,4,Bus,669514,167378,4266
2019/06/01 04:00:00+00,Saturday,5,Silver Line,115498,23100,4267
2019/11/01 04:00:00+00,Sunday,4,Blue Line,112953,28238,4268
2019/04/01 04:00:00+00,Saturday,4,Light Rail,507429,126857,4269
2019/05/01 04:00:00+00,Saturday,4,Trackless Trolley,21268,5317,4270
2019/07/01 04:00:00+00,Saturday,4,Trackless Trolley,19283,4821,4271
2019/06/01 04:00:00+00,Saturday,5,Bus,901980,180396,4272
2019/11/01 04:00:00+00,Sunday,4,Orange Line,155715,38929,4273
2019/04/01 04:00:00+00,Saturday,4,Silver Line,87541,21885,4274
2019/05/01 04:00:00+00,Saturday,4,All Bus,832799,208200,4275
2019/07/01 04:00:00+00,Saturday,4,All Bus,775921,193980,4276
2019/06/01 04:00:00+00,Saturday,5,Trackless Trolley,28309,5662,4277
2019/11/01 04:00:00+00,Sunday,4,Red Line,235698,58924,4278
2019/04/01 04:00:00+00,Saturday,4,Bus,690879,172720,4279
2019/05/01 04:00:00+00,Saturday,4,Commuter Rail,74820,18705,4280
2019/07/01 04:00:00+00,Saturday,4,Commuter Rail,74252,18563,4281
2019/06/01 04:00:00+00,Saturday,5,All Bus,1045787,209157,4282
2019/11/01 04:00:00+00,Sunday,4,Heavy Rail,504365,126091,4283
2019/04/01 04:00:00+00,Saturday,4,Trackless Trolley,20529,5132,4284
2019/05/01 04:00:00+00,Saturday,4,The RIDE,12000,3000,4285
2019/07/01 04:00:00+00,Saturday,4,The RIDE,12400,3100,4286
2019/06/01 04:00:00+00,Saturday,5,Commuter Rail,93285,18657,4287
2019/11/01 04:00:00+00,Sunday,4,Green Line,261918,65480,4288
2019/04/01 04:00:00+00,Saturday,4,All Bus,798949,199737,4289
2019/05/01 04:00:00+00,Sunday,4,Blue Line,129477,32369,4290
2019/05/01 04:00:00+00,Sunday,4,Orange Line,297767,74442,4291
2019/05/01 04:00:00+00,Sunday,4,Red Line,388111,97028,4292
2019/05/01 04:00:00+00,Sunday,4,Heavy Rail,815355,203839,4293
2019/05/01 04:00:00+00,Sunday,4,Green Line,330528,82632,4294
2019/05/01 04:00:00+00,Sunday,4,Light Rail,330528,82632,4295
2019/05/01 04:00:00+00,Sunday,4,Silver Line,99156,24789,4296
2019/05/01 04:00:00+00,Sunday,4,Bus,572331,143083,4297
2019/05/01 04:00:00+00,Sunday,4,All Bus,671487,167872,4298
2019/05/01 04:00:00+00,Sunday,4,Commuter Rail,50736,12684,4299
2019/05/01 04:00:00+00,Sunday,4,The RIDE,11191,2798,4300
2019/05/01 04:00:00+00,Total,31,Blue Line,1858843,59963,4301
2019/05/01 04:00:00+00,Total,31,Orange Line,5354899,172739,4302
2019/05/01 04:00:00+00,Total,31,Red Line,6705541,216308,4303
2019/05/01 04:00:00+00,Total,31,Heavy Rail,13919283,449009,4304
2019/05/01 04:00:00+00,Total,31,Green Line,4853219,156555,4305
2019/05/01 04:00:00+00,Total,31,Light Rail,4853219,156555,4306
2019/05/01 04:00:00+00,Total,31,Silver Line,1054740,34024,4307
2019/05/01 04:00:00+00,Total,31,Bus,8887371,286689,4308
2019/05/01 04:00:00+00,Total,31,Trackless Trolley,260752,8411,4309
2019/05/01 04:00:00+00,Total,31,Private Bus,84225,2717,4310
2019/11/01 04:00:00+00,Sunday,4,Light Rail,261918,65480,4311
2019/06/01 04:00:00+00,Saturday,5,The RIDE,15500,3100,4312
2019/11/01 04:00:00+00,Sunday,4,Silver Line,72907,18227,4313
2019/06/01 04:00:00+00,Sunday,5,Blue Line,166652,33330,4314
2019/11/01 04:00:00+00,Sunday,4,Bus,451567,112892,4315
2019/06/01 04:00:00+00,Sunday,5,Orange Line,388652,77730,4316
2019/11/01 04:00:00+00,Sunday,4,All Bus,524474,131118,4317
2019/06/01 04:00:00+00,Sunday,5,Red Line,477056,95411,4318
2019/11/01 04:00:00+00,Sunday,4,Commuter Rail,47268,11817,4319
2019/06/01 04:00:00+00,Sunday,5,Heavy Rail,1032360,206472,4320
2019/11/01 04:00:00+00,Sunday,4,The RIDE,11177,2794,4321
2019/06/01 04:00:00+00,Sunday,5,Green Line,401523,80305,4322
2019/11/01 04:00:00+00,Total,30,Blue Line,1692175,56406,4323
2019/06/01 04:00:00+00,Sunday,5,Light Rail,401523,80305,4324
2019/11/01 04:00:00+00,Total,30,Orange Line,4680848,156028,4325
2019/06/01 04:00:00+00,Sunday,5,Silver Line,93567,18713,4326
2019/11/01 04:00:00+00,Total,30,Red Line,5843990,194800,4327
2019/06/01 04:00:00+00,Sunday,5,Bus,576674,115335,4328
2019/11/01 04:00:00+00,Total,30,Heavy Rail,12217013,407234,4329
2019/06/01 04:00:00+00,Sunday,5,All Bus,670242,134048,4330
2019/11/01 04:00:00+00,Total,30,Green Line,4280366,142679,4331
2019/06/01 04:00:00+00,Sunday,5,Commuter Rail,63095,12619,4332
2019/11/01 04:00:00+00,Total,30,Light Rail,4280366,142679,4333
2019/06/01 04:00:00+00,Sunday,5,The RIDE,13650,2730,4334
2019/11/01 04:00:00+00,Total,30,Silver Line,1024992,34166,4335
2019/06/01 04:00:00+00,Total,30,Blue Line,1817989,60600,4336
2019/04/01 04:00:00+00,Saturday,4,Commuter Rail,74924,18731,4337
2019/11/01 04:00:00+00,Total,30,Bus,8299364,276645,4338
2019/07/01 04:00:00+00,Sunday,4,Blue Line,159396,39849,4339
2019/06/01 04:00:00+00,Total,30,Orange Line,5080673,169356,4340
2019/04/01 04:00:00+00,Saturday,4,The RIDE,12148,3037,4341
2019/11/01 04:00:00+00,Total,30,Trackless Trolley,227698,7590,4342
2019/07/01 04:00:00+00,Sunday,4,Orange Line,325640,81410,4343
2019/06/01 04:00:00+00,Total,30,Red Line,6124291,204143,4344
2019/04/01 04:00:00+00,Sunday,4,Blue Line,130320,32580,4345
2019/11/01 04:00:00+00,Total,30,Private Bus,78954,2632,4346
2019/07/01 04:00:00+00,Sunday,4,Red Line,400099,100025,4347
2019/06/01 04:00:00+00,Total,30,Heavy Rail,13022952,434098,4348
2019/04/01 04:00:00+00,Sunday,4,Orange Line,305143,76286,4349
2019/11/01 04:00:00+00,Total,30,All Bus,9631009,321034,4350
2019/07/01 04:00:00+00,Sunday,4,Heavy Rail,885135,221284,4351
2019/06/01 04:00:00+00,Total,30,Green Line,4628747,154292,4352
2019/04/01 04:00:00+00,Sunday,4,Red Line,368734,92184,4353
2019/11/01 04:00:00+00,Total,30,Commuter Rail,2797188,93240,4354
2019/07/01 04:00:00+00,Sunday,4,Green Line,361430,90358,4355
2019/06/01 04:00:00+00,Total,30,Light Rail,4628747,154292,4356
2019/04/01 04:00:00+00,Sunday,4,Heavy Rail,804197,201049,4357
2019/11/01 04:00:00+00,Total,30,Ferry,147331,4911,4358
2019/07/01 04:00:00+00,Sunday,4,Light Rail,361430,90358,4359
2019/06/01 04:00:00+00,Total,30,Silver Line,986733,32891,4360
2019/04/01 04:00:00+00,Sunday,4,Green Line,378052,94513,4361
2019/11/01 04:00:00+00,Total,30,The RIDE,108256,3609,4362
2019/07/01 04:00:00+00,Sunday,4,Silver Line,79712,19928,4363
2019/06/01 04:00:00+00,Total,30,Bus,8192818,273094,4364
2019/04/01 04:00:00+00,Sunday,4,Light Rail,378052,94513,4365
2019/10/01 04:00:00+00,Weekday,23,Blue Line,1691330,73536,4366
2019/07/01 04:00:00+00,Sunday,4,Bus,472640,118160,4367
2019/06/01 04:00:00+00,Total,30,Trackless Trolley,237303,7910,4368
2019/04/01 04:00:00+00,Sunday,4,Silver Line,70878,17720,4369
2019/10/01 04:00:00+00,Weekday,23,Orange Line,5021380,218321,4370
2019/07/01 04:00:00+00,Sunday,4,All Bus,552353,138088,4371
2019/06/01 04:00:00+00,Total,30,Private Bus,82568,2752,4372
2019/04/01 04:00:00+00,Sunday,4,Bus,446571,111643,4373
2019/07/01 04:00:00+00,Sunday,4,Commuter Rail,50476,12619,4374
2019/06/01 04:00:00+00,Total,30,All Bus,9499422,316647,4375
2019/04/01 04:00:00+00,Sunday,4,All Bus,517449,129362,4376
2019/07/01 04:00:00+00,Sunday,4,The RIDE,10147,2537,4377
2019/04/01 04:00:00+00,Sunday,4,Commuter Rail,51508,12877,4378
2019/07/01 04:00:00+00,Total,31,Blue Line,1986990,64096,4379
2019/04/01 04:00:00+00,Sunday,4,The RIDE,11936,2984,4380
2019/07/01 04:00:00+00,Total,31,Orange Line,5350327,172591,4381
2019/04/01 04:00:00+00,Total,30,Blue Line,1777688,59256,4382
2019/07/01 04:00:00+00,Total,31,Red Line,6558589,211567,4383
2019/04/01 04:00:00+00,Total,30,Orange Line,5225900,174197,4384
2019/04/01 04:00:00+00,Total,30,Red Line,6497257,216575,4385
2019/04/01 04:00:00+00,Total,30,Heavy Rail,13500844,450028,4386
2019/04/01 04:00:00+00,Total,30,Green Line,5044398,168147,4387
2019/04/01 04:00:00+00,Total,30,Light Rail,5044398,168147,4388
2019/04/01 04:00:00+00,Total,30,Silver Line,995353,33178,4389
2019/04/01 04:00:00+00,Total,30,Bus,8554377,285146,4390
2019/04/01 04:00:00+00,Total,30,Trackless Trolley,247429,8248,4391
2019/07/01 04:00:00+00,Total,31,Heavy Rail,13895905,448255,4392
2019/07/01 04:00:00+00,Total,31,Green Line,4846481,156338,4393
2019/07/01 04:00:00+00,Total,31,Light Rail,4846481,156338,4394
2019/07/01 04:00:00+00,Total,31,Silver Line,1024590,33051,4395
2019/07/01 04:00:00+00,Total,31,Bus,8416840,271511,4396
2019/07/01 04:00:00+00,Total,31,Trackless Trolley,236796,7639,4397
2019/07/01 04:00:00+00,Total,31,Private Bus,86002,2774,4398
2019/07/01 04:00:00+00,Total,31,All Bus,9764228,314975,4399
2019/07/01 04:00:00+00,Total,31,Commuter Rail,2669884,86125,4400
2018/12/01 05:00:00+00,Total,31,Light Rail,4190922,135191,4401
2018/12/01 05:00:00+00,Total,31,Silver Line,848093,27358,4402
2018/12/01 05:00:00+00,Total,31,Bus,7604220,245297,4403
2018/12/01 05:00:00+00,Total,31,Trackless Trolley,209140,6746,4404
2018/12/01 05:00:00+00,Total,31,Private Bus,71482,2306,4405
2018/12/01 05:00:00+00,Total,31,All Bus,8732935,281708,4406
2018/12/01 05:00:00+00,Total,31,Commuter Rail,2503021,80743,4407
2018/12/01 05:00:00+00,Total,31,Ferry,89666,2892,4408
2018/12/01 05:00:00+00,Total,31,The RIDE,150696,4861,4409
2019/02/01 05:00:00+00,Total,28,Bus,7502531,267948,4410
2018/11/01 04:00:00+00,Weekday,21,Blue Line,1364516,64977,4411
2018/11/01 04:00:00+00,Weekday,21,Orange Line,4236739,201749,4412
2018/11/01 04:00:00+00,Weekday,21,Red Line,5305597,252647,4413
2018/11/01 04:00:00+00,Weekday,21,Heavy Rail,10906852,519374,4414
2018/11/01 04:00:00+00,Weekday,21,Green Line,3860535,183835,4415
2019/01/01 05:00:00+00,Total,31,Silver Line,911709,29410,4416
2019/02/01 05:00:00+00,Total,28,Trackless Trolley,223272,7974,4417
2018/09/01 04:00:00+00,Total,30,Red Line,6277034,209234,4418
2018/11/01 04:00:00+00,Weekday,21,Light Rail,3860535,183835,4419
2019/01/01 05:00:00+00,Total,31,Bus,8016103,258584,4420
2019/02/01 05:00:00+00,Total,28,Private Bus,67231,2401,4421
2018/11/01 04:00:00+00,Total,30,Green Line,4710656,157022,4422
2018/09/01 04:00:00+00,Total,30,Heavy Rail,12984891,432830,4423
2018/11/01 04:00:00+00,Weekday,21,Silver Line,798509,38024,4424
2019/01/01 05:00:00+00,Total,31,Trackless Trolley,235264,7589,4425
2019/03/01 05:00:00+00,Total,31,Trackless Trolley,249097,8035,4426
2019/02/01 05:00:00+00,Total,28,All Bus,8620373,307870,4427
2019/04/01 04:00:00+00,Total,30,Private Bus,80412,2680,4428
2018/11/01 04:00:00+00,Total,30,Light Rail,4710656,157022,4429
2018/09/01 04:00:00+00,Total,30,Green Line,5086612,169554,4430
2018/10/01 04:00:00+00,Total,31,Heavy Rail,14569698,469990,4431
2018/11/01 04:00:00+00,Weekday,21,Bus,7095324,337873,4432
2019/01/01 05:00:00+00,Total,31,Private Bus,72211,2329,4433
2019/03/01 05:00:00+00,Total,31,Private Bus,74612,2407,4434
2019/02/01 05:00:00+00,Total,28,Commuter Rail,2384857,85173,4435
2019/04/01 04:00:00+00,Total,30,All Bus,9877570,329252,4436
2018/11/01 04:00:00+00,Total,30,Silver Line,965165,32172,4437
2018/09/01 04:00:00+00,Total,30,Light Rail,5086612,169554,4438
2018/10/01 04:00:00+00,Total,31,Green Line,5543461,178821,4439
2018/11/01 04:00:00+00,Weekday,21,Trackless Trolley,241679,11509,4440
2019/01/01 05:00:00+00,Total,31,All Bus,9235287,297912,4441
2019/03/01 05:00:00+00,Total,31,All Bus,9761200,314877,4442
2019/02/01 05:00:00+00,Total,28,Ferry,94082,3360,4443
2019/04/01 04:00:00+00,Total,30,Commuter Rail,2689704,89657,4444
2018/11/01 04:00:00+00,Total,30,Bus,8272985,275766,4445
2018/09/01 04:00:00+00,Total,30,Silver Line,933496,31117,4446
2018/10/01 04:00:00+00,Total,31,Light Rail,5543461,178821,4447
2018/11/01 04:00:00+00,Weekday,21,Private Bus,64050,3050,4448
2019/01/01 05:00:00+00,Total,31,Commuter Rail,2705418,87272,4449
2019/03/01 05:00:00+00,Total,31,Commuter Rail,2628828,84801,4450
2019/02/01 05:00:00+00,Total,28,The RIDE,138199,4936,4451
2019/04/01 04:00:00+00,Total,30,Ferry,118564,3952,4452
2018/11/01 04:00:00+00,Total,30,Trackless Trolley,258734,8624,4453
2018/09/01 04:00:00+00,Total,30,Bus,8465423,282181,4454
2018/10/01 04:00:00+00,Total,31,Silver Line,1032751,33315,4455
2018/11/01 04:00:00+00,Weekday,21,All Bus,8199563,390455,4456
2019/01/01 05:00:00+00,Total,31,Ferry,101561,3276,4457
2019/03/01 05:00:00+00,Total,31,Ferry,102937,3321,4458
2019/01/01 05:00:00+00,Weekday,21,Blue Line,1278062,60860,4459
2019/04/01 04:00:00+00,Total,30,The RIDE,157672,5256,4460
2018/11/01 04:00:00+00,Total,30,Private Bus,74198,2473,4461
2018/09/01 04:00:00+00,Total,30,Trackless Trolley,246984,8233,4462
2018/10/01 04:00:00+00,Total,31,Bus,9367658,302183,4463
2018/11/01 04:00:00+00,Weekday,21,Commuter Rail,2551332,121492,4464
2019/01/01 05:00:00+00,Total,31,The RIDE,150235,4846,4465
2019/03/01 05:00:00+00,Total,31,The RIDE,154294,4977,4466
2019/01/01 05:00:00+00,Weekday,21,Orange Line,4018096,191338,4467
2019/03/01 05:00:00+00,Weekday,21,Blue Line,1321537,62930,4468
2018/11/01 04:00:00+00,Total,30,All Bus,9571082,319036,4469
2018/09/01 04:00:00+00,Total,30,Private Bus,77522,2584,4470
2018/10/01 04:00:00+00,Total,31,Trackless Trolley,298286,9622,4471
2018/11/01 04:00:00+00,Weekday,21,Ferry,106344,5064,4472
2018/12/01 05:00:00+00,Weekday,20,Blue Line,1190476,59524,4473
2019/02/01 05:00:00+00,Weekday,19,Blue Line,1188179,62536,4474
2019/01/01 05:00:00+00,Weekday,21,Red Line,4977090,237004,4475
2019/03/01 05:00:00+00,Weekday,21,Orange Line,4150058,197622,4476
2018/11/01 04:00:00+00,Total,30,Commuter Rail,2593497,86450,4477
2018/09/01 04:00:00+00,Total,30,All Bus,9723426,324114,4478
2018/10/01 04:00:00+00,Total,31,Private Bus,85564,2760,4479
2018/11/01 04:00:00+00,Weekday,21,The RIDE,130303,6205,4480
2018/12/01 05:00:00+00,Weekday,20,Orange Line,3601484,180074,4481
2019/02/01 05:00:00+00,Weekday,19,Orange Line,3750436,197391,4482
2019/01/01 05:00:00+00,Weekday,21,Heavy Rail,10273248,489202,4483
2019/03/01 05:00:00+00,Weekday,21,Red Line,5248193,249914,4484
2018/11/01 04:00:00+00,Total,30,Ferry,106346,3545,4485
2018/09/01 04:00:00+00,Total,30,Commuter Rail,2368814,78960,4486
2018/10/01 04:00:00+00,Total,31,All Bus,10784259,347879,4487
2018/10/01 04:00:00+00,Total,31,Commuter Rail,2822675,91054,4488
2018/10/01 04:00:00+00,Total,31,Ferry,141487,4564,4489
2018/10/01 04:00:00+00,Total,31,The RIDE,167413,5400,4490
2018/09/01 04:00:00+00,Weekday,19,Blue Line,1316782,69304,4491
2018/09/01 04:00:00+00,Weekday,19,Orange Line,4010994,211105,4492
2018/09/01 04:00:00+00,Weekday,19,Red Line,5051807,265885,4493
2018/09/01 04:00:00+00,Weekday,19,Heavy Rail,10379583,546294,4494
2018/09/01 04:00:00+00,Weekday,19,Green Line,3775272,198699,4495
2018/09/01 04:00:00+00,Weekday,19,Light Rail,3775272,198699,4496
2018/09/01 04:00:00+00,Weekday,19,Silver Line,703816,37043,4497
2018/09/01 04:00:00+00,Weekday,19,Bus,6786676,357193,4498
2018/09/01 04:00:00+00,Weekday,19,Trackless Trolley,219765,11567,4499
2018/09/01 04:00:00+00,Weekday,19,Private Bus,62472,3288,4500
2018/09/01 04:00:00+00,Weekday,19,All Bus,7772729,409091,4501
2018/09/01 04:00:00+00,Weekday,19,Commuter Rail,2196400,115600,4502
2018/09/01 04:00:00+00,Weekday,19,Ferry,127167,6693,4503
2018/09/01 04:00:00+00,Weekday,19,The RIDE,115938,6102,4504
2018/09/01 04:00:00+00,Saturday,5,Blue Line,226113,45223,4505
2018/09/01 04:00:00+00,Saturday,5,Orange Line,496631,99326,4506
2018/09/01 04:00:00+00,Saturday,5,Red Line,635000,127000,4507
2018/09/01 04:00:00+00,Saturday,5,Heavy Rail,1357745,271549,4508
2018/09/01 04:00:00+00,Saturday,5,Green Line,683508,136702,4509
2018/09/01 04:00:00+00,Saturday,5,Light Rail,683508,136702,4510
2018/09/01 04:00:00+00,Saturday,5,Silver Line,114792,22958,4511
2018/09/01 04:00:00+00,Saturday,5,Bus,931929,186386,4512
2018/09/01 04:00:00+00,Saturday,5,Trackless Trolley,27220,5444,4513
2018/09/01 04:00:00+00,Saturday,5,All Bus,1073941,214788,4514
2018/09/01 04:00:00+00,Saturday,5,Commuter Rail,82425,16485,4515
2018/09/01 04:00:00+00,Saturday,5,The RIDE,15620,3124,4516
2018/09/01 04:00:00+00,Sunday,5,Blue Line,177918,35584,4517
2018/09/01 04:00:00+00,Sunday,5,Orange Line,365866,73173,4518
2018/09/01 04:00:00+00,Sunday,5,Red Line,497649,99530,4519
2018/09/01 04:00:00+00,Sunday,5,Heavy Rail,1041432,208286,4520
2018/09/01 04:00:00+00,Sunday,5,Green Line,531346,106269,4521
2018/09/01 04:00:00+00,Sunday,5,Light Rail,531346,106269,4522
2018/09/01 04:00:00+00,Sunday,5,Silver Line,114888,22978,4523
2018/09/01 04:00:00+00,Sunday,5,Bus,746819,149364,4524
2018/09/01 04:00:00+00,Sunday,5,All Bus,861706,172341,4525
2018/09/01 04:00:00+00,Sunday,5,Commuter Rail,56295,11259,4526
2018/09/01 04:00:00+00,Sunday,5,The RIDE,14506,2901,4527
2018/09/01 04:00:00+00,Total,30,Blue Line,1758284,58609,4528
2018/09/01 04:00:00+00,Total,30,Orange Line,4949573,164986,4529
2018/11/01 04:00:00+00,Saturday,4,Blue Line,159519,39880,4530
2019/02/01 05:00:00+00,Weekday,19,Red Line,4758082,250425,4531
2018/12/01 05:00:00+00,Weekday,20,Red Line,4451265,222563,4532
2019/03/01 05:00:00+00,Weekday,21,Heavy Rail,10719788,510466,4533
2019/01/01 05:00:00+00,Weekday,21,Green Line,3539303,168538,4534
2018/11/01 04:00:00+00,Saturday,4,Orange Line,397428,99357,4535
2018/09/01 04:00:00+00,Total,30,Ferry,143096,4770,4536
2019/02/01 05:00:00+00,Weekday,19,Heavy Rail,9696698,510353,4537
2018/12/01 05:00:00+00,Weekday,20,Heavy Rail,9243225,462161,4538
2019/03/01 05:00:00+00,Weekday,21,Green Line,3728685,177556,4539
2019/01/01 05:00:00+00,Weekday,21,Light Rail,3539303,168538,4540
2018/11/01 04:00:00+00,Total,30,The RIDE,157104,5237,4541
2018/11/01 04:00:00+00,Saturday,4,Red Line,443918,110980,4542
2018/09/01 04:00:00+00,Total,30,The RIDE,152111,5070,4543
2019/02/01 05:00:00+00,Weekday,19,Green Line,3427318,180385,4544
2018/12/01 05:00:00+00,Weekday,20,Green Line,3248487,162424,4545
2019/03/01 05:00:00+00,Weekday,21,Light Rail,3728685,177556,4546
2019/01/01 05:00:00+00,Weekday,21,Silver Line,728626,34696,4547
2018/10/01 04:00:00+00,Weekday,23,Blue Line,1602965,69694,4548
2018/11/01 04:00:00+00,Saturday,4,Heavy Rail,1000866,250216,4549
2018/08/01 04:00:00+00,Weekday,23,Blue Line,1518965,66042,4550
2019/02/01 05:00:00+00,Weekday,19,Light Rail,3427318,180385,4551
2018/12/01 05:00:00+00,Weekday,20,Light Rail,3248487,162424,4552
2019/03/01 05:00:00+00,Weekday,21,Silver Line,786680,37461,4553
2019/01/01 05:00:00+00,Weekday,21,Bus,6901437,328640,4554
2018/10/01 04:00:00+00,Weekday,23,Orange Line,4940089,214786,4555
2018/11/01 04:00:00+00,Saturday,4,Green Line,472251,118063,4556
2018/08/01 04:00:00+00,Weekday,23,Orange Line,4413265,191881,4557
2019/02/01 05:00:00+00,Weekday,19,Silver Line,655079,34478,4558
2018/12/01 05:00:00+00,Weekday,20,Silver Line,659334,32967,4559
2019/03/01 05:00:00+00,Weekday,21,Bus,7155921,340758,4560
2019/01/01 05:00:00+00,Weekday,21,Trackless Trolley,227048,10812,4561
2018/10/01 04:00:00+00,Weekday,23,Red Line,6199732,269554,4562
2018/11/01 04:00:00+00,Saturday,4,Light Rail,472251,118063,4563
2018/08/01 04:00:00+00,Weekday,23,Red Line,5659742,246076,4564
2019/02/01 05:00:00+00,Weekday,19,Bus,6360567,334767,4565
2018/12/01 05:00:00+00,Weekday,20,Bus,6188521,309426,4566
2019/03/01 05:00:00+00,Weekday,21,Trackless Trolley,228674,10889,4567
2019/01/01 05:00:00+00,Weekday,21,Private Bus,57372,2732,4568
2018/10/01 04:00:00+00,Weekday,23,Heavy Rail,12742785,554034,4569
2018/11/01 04:00:00+00,Saturday,4,Silver Line,84219,21055,4570
2018/08/01 04:00:00+00,Weekday,23,Heavy Rail,11591972,503999,4571
2019/02/01 05:00:00+00,Weekday,19,Trackless Trolley,203461,10708,4572
2018/12/01 05:00:00+00,Weekday,20,Trackless Trolley,180810,9040,4573
2019/03/01 05:00:00+00,Weekday,21,Private Bus,64281,3061,4574
2019/01/01 05:00:00+00,Weekday,21,All Bus,7914483,376880,4575
2018/10/01 04:00:00+00,Weekday,23,Green Line,4615929,200693,4576
2018/11/01 04:00:00+00,Saturday,4,Bus,672061,168015,4577
2018/08/01 04:00:00+00,Weekday,23,Green Line,3988710,173422,4578
2019/02/01 05:00:00+00,Weekday,19,Private Bus,57057,3003,4579
2018/12/01 05:00:00+00,Weekday,20,Private Bus,56920,2846,4580
2018/12/01 05:00:00+00,Weekday,20,All Bus,7085584,354279,4581
2018/12/01 05:00:00+00,Weekday,20,Commuter Rail,2425720,121286,4582
2018/12/01 05:00:00+00,Weekday,20,Ferry,89680,4484,4583
2018/12/01 05:00:00+00,Weekday,20,The RIDE,115000,5750,4584
2018/12/01 05:00:00+00,Saturday,5,Blue Line,191073,38215,4585
2018/12/01 05:00:00+00,Saturday,5,Orange Line,482603,96521,4586
2018/12/01 05:00:00+00,Saturday,5,Red Line,541318,108264,4587
2018/12/01 05:00:00+00,Saturday,5,Heavy Rail,1214994,242999,4588
2018/12/01 05:00:00+00,Saturday,5,Green Line,534028,106806,4589
2018/12/01 05:00:00+00,Saturday,5,Light Rail,534028,106806,4590
2018/12/01 05:00:00+00,Saturday,5,Silver Line,97518,19504,4591
2018/12/01 05:00:00+00,Saturday,5,Bus,840637,168127,4592
2018/12/01 05:00:00+00,Saturday,5,Trackless Trolley,28330,5666,4593
2018/12/01 05:00:00+00,Saturday,5,All Bus,966485,193297,4594
2018/12/01 05:00:00+00,Saturday,5,Commuter Rail,85785,17157,4595
2018/12/01 05:00:00+00,Saturday,5,The RIDE,15835,3167,4596
2018/12/01 05:00:00+00,Sunday,5,Blue Line,139084,27817,4597
2018/12/01 05:00:00+00,Sunday,5,Orange Line,341008,68202,4598
2018/12/01 05:00:00+00,Sunday,5,Red Line,388746,77749,4599
2018/12/01 05:00:00+00,Sunday,5,Heavy Rail,868839,173768,4600
2018/12/01 05:00:00+00,Sunday,5,Green Line,380541,76108,4601
2018/12/01 05:00:00+00,Sunday,5,Light Rail,380541,76108,4602
2018/12/01 05:00:00+00,Sunday,5,Silver Line,91241,18248,4603
2018/12/01 05:00:00+00,Sunday,5,Bus,575062,115012,4604
2018/12/01 05:00:00+00,Sunday,5,All Bus,666303,133261,4605
2018/12/01 05:00:00+00,Sunday,5,Commuter Rail,64820,12964,4606
2018/12/01 05:00:00+00,Sunday,5,The RIDE,14153,2831,4607
2018/12/01 05:00:00+00,Total,31,Blue Line,1534083,49487,4608
